id	name	pvalue	logFC
XLOC_010831	Sipa1l1	0.441924527	-0.133634734
XLOC_010835	Dcaf4	0.186879893	-0.142516596
XLOC_010836	Zfyve1	0.028797332	-1.053035229
XLOC_010837	-	0.216891177	1.270948072
XLOC_010838	Gm26623	0.878211381	-0.061330436
XLOC_010839	Rbm25	0.860079912	0.00547057
XLOC_010840	Psen1	0.35164521	-0.243120151
XLOC_010841	Papln	0.0113067	-0.978354096
XLOC_010842	Numb	0.000490111	-0.853286785
XLOC_010843	2410016O06Rik	0.717511336	0.136379928
XLOC_010844	-	0.404690658	0.220329182
XLOC_010845	Acot2	0.309100302	-0.194987189
XLOC_010850	Acot6	0.725791251	0.035584646
XLOC_010851	Dnal1	0.130937839	-0.546841338
XLOC_010852	Elmsan1	0.012993865	-0.960355703
XLOC_010853	-	0.049960632	-1.395705772
XLOC_010854	Ptgr2	0.681696086	0.084405675
XLOC_010855	Zfp410	0.391002219	-0.036483522
XLOC_010856	Coq6,Entpd5	0.001043217	-1.156997514
XLOC_010857	Bbof1	0.040222121	-0.757276063
XLOC_010858	Rnf113a2	0.286820118	-0.160148559
XLOC_010860	Vsx2	0.391002219	0.04167372
XLOC_010861	Abcd4	0.109896881	0.631023155
XLOC_010863	Npc2	0.00090573	-0.744130171
XLOC_010866	-	0.82037634	-0.054883509
XLOC_010867	-	0.579061291	-0.14735575
XLOC_010868	Fcf1,Gm17139	0.012003932	0.940881649
XLOC_010869	Ylpm1	0.093102223	-0.640132699
XLOC_010870	Prox2os	0.434712807	-0.286266586
XLOC_010871	Prox2	0.070966796	-0.474785582
XLOC_010872	Dlst	0.832580134	-0.052913083
XLOC_010873	Eif2b2	0.939480689	-0.203940288
XLOC_010874	-	0.109868567	-0.414185006
XLOC_010875	Mlh3	0.062851182	-0.444761209
XLOC_010876	Acyp1	0.408151985	-0.570467014
XLOC_010877	Nek9,Zc2hc1c	0.847074566	0.043183899
XLOC_010878	Tmed10	0.017067652	0.806706377
XLOC_010879	-	0.07860939	-1.188836967
XLOC_010880	-	0.000649551	-1.175722247
XLOC_010881	Fos	0.030774694	-1.807884383
XLOC_010883	Batf	0.226843786	0.135814906
XLOC_010884	0610007P14Rik,Mfsd7c,Ttll5	0.010528045	1.530109396
XLOC_010888	-	0.092241391	-0.747742376
XLOC_010889	Gpatch2l	0.687223795	-0.043009102
XLOC_010894	Angel1,Gm17138	0.576334099	0.149434945
XLOC_010898	Irf2bpl	0.000900034	-1.443380753
XLOC_010899	Gm26698	0.046150366	-1.023055734
XLOC_010900	Cipc	0.022252169	-0.382217515
XLOC_010904	Pomt2	0.009963351	0.828873242
XLOC_010905	Gstz1	0.560036298	-0.197445019
XLOC_010906	Samd15,Tmed8	0.148316558	0.239158577
XLOC_010908	AC151967.1,Ahsa1,Vipas39	0.411358685	0.216430346
XLOC_010909	Gm26764,Sptlc2	0.181137257	-0.499232959
XLOC_010910	Gm26764	0.03717729	-0.69291947
XLOC_010911	-	0.28846088	-0.357500114
XLOC_010912	-	0.854711464	0.084124622
XLOC_010913	-	0.366578115	0.201734173
XLOC_010914	Alkbh1,Mir3068,Slirp	0.006597379	0.553898048
XLOC_010915	-	0.021576314	0.666913467
XLOC_010938	5430427M07Rik,Cep128,Gm44370	0.409812828	-0.314844314
XLOC_010941	Tshr	0.498182592	-0.208299054
XLOC_010943	Gtf2a1	0.000359861	0.540861401
XLOC_010944	-	0.644886828	-0.234848127
XLOC_010947	Ston2	0.391002219	0.064103223
XLOC_010948	Sel1l	0.509825051	-0.153766525
XLOC_010953	Gm6863	0.171528838	0.496466132
XLOC_010954	Galc	0.690989907	-0.202892941
XLOC_010955	Gpr65	0.092972683	0.138419736
XLOC_010958	Ptpn21	0.567400907	-0.08537146
XLOC_010959	Eml5,Zc3h14	0.394136955	0.14067454
XLOC_010962	-	0.192325078	-0.662506025
XLOC_010963	3300002A11Rik,Gm26839,Gm28933	0.002183725	-0.960205767
XLOC_010966	-	0.077490454	-2.928241123
XLOC_010967	-	0.806688068	-1.259190159
XLOC_010968	-	0.095678948	-2.04326926
XLOC_010969	-	0.025500655	-4.401153439
XLOC_010970	-	0.022823744	-1.407981844
XLOC_010971	-	0.11892559	-1.820154268
XLOC_010972	-	0.011332879	-1.907911373
XLOC_010973	-	0.370747404	-0.663555238
XLOC_010974	-	0.006233738	-1.481526412
XLOC_010975	-	0.042545982	-1.567263953
XLOC_010976	-	0.233851588	-1.590069012
XLOC_010977	-	0.035159329	-1.878891411
XLOC_010978	-	0.067003912	-1.238750661
XLOC_010979	1700064M15Rik	0.233823585	-0.585765294
XLOC_010980	Tdp1	0.350088325	0.888567646
XLOC_010982	Psmc1	0.256784667	-0.436157592
XLOC_010983	Nrde2	0.052808629	-0.75182001
XLOC_010984	-	0.052528217	-1.543672108
XLOC_010986	Calm1	0.289592132	-0.402297687
XLOC_010987	Ttc7b	0.368085277	-0.172166458
XLOC_010988	Rps6ka5	0.038176605	-1.030577372
XLOC_010989	-	0.616149535	-0.040268808
XLOC_010990	9030617O03Rik	0.003457036	2.538303002
XLOC_010991	9030617O03Rik	0.193584009	0.309408633
XLOC_010992	Gpr68	0.754988093	0.556609633
XLOC_010993	A630072L19Rik	0.000567625	-1.075028583
XLOC_010994	D130020L05Rik,Smek1	0.413734294	-0.115115072
XLOC_011000	Gm20036,Gm20701,Gm20702,Trip11	0.029674076	-0.46607134
XLOC_011001	Gm20701	0.217414691	-0.780039345
XLOC_011002	Gm20702	0.172962325	-0.793197354
XLOC_011003	Atxn3	0.005129669	0.594608579
XLOC_011004	Cpsf2	0.870446606	0.079519076
XLOC_011005	-	0.428910441	0.376890225
XLOC_011007	Rin3	0.017235422	-0.935289521
XLOC_011008	Lgmn	0.013351518	-1.807641357
XLOC_011009	Golga5	0.419534551	0.039092281
XLOC_011010	Chga	0.071102472	-0.496933227
XLOC_011011	Gm20069	0.036336006	-0.559937401
XLOC_011013	Ubr7	0.011978166	-0.495117478
XLOC_011014	Tmem251	0.190503169	0.281958847
XLOC_011015	Btbd7	0.027641136	-0.471360885
XLOC_011021	Ddx24,Otub2	0.042324897	-0.262250782
XLOC_011022	Ifi27	0.209588893	-0.80177421
XLOC_011039	Dicer1	0.598719374	-0.04926237
XLOC_011041	Syne3	0.122776678	0.60010617
XLOC_011042	Scarna13	0.203451216	-0.582568999
XLOC_011043	Glrx5	0.391002219	0.084309545
XLOC_011051	Bdkrb2	0.391002219	0.030320971
XLOC_011052	Bdkrb1	0.452397295	-0.241839418
XLOC_011053	-	0.967664039	0.018828377
XLOC_011054	Atg2b,Gm22790,Gskip	0.680050558	0.070856667
XLOC_011057	Papola	0.452022039	-0.378350166
XLOC_011058	Vrk1	0.48761494	-0.146708685
XLOC_011060	-	0.223932522	-0.88836048
XLOC_011066	Gm16086	0.069431999	-0.793265354
XLOC_011067	Gm16085	0.366279778	-0.336656926
XLOC_011068	-	0.009137341	1.022817014
XLOC_011070	-	0.428805823	0.805981217
XLOC_011071	-	0.638654075	0.222990205
XLOC_011072	Gm16084	0.171932564	-0.205694453
XLOC_011078	-	0.086762973	-1.281123237
XLOC_011079	-	0.003219056	-1.766098326
XLOC_011080	Bcl11b	0.000794493	-1.000584398
XLOC_011081	-	0.010286791	1.22237214
XLOC_011082	-	0.728550822	-0.095361811
XLOC_011083	-	0.344962559	-0.392989708
XLOC_011084	-	0.243524421	-0.268652944
XLOC_011085	Setd3	0.190321168	-0.358792282
XLOC_011086	Ccnk	0.279722462	0.051351308
XLOC_011087	Ccdc85c	0.007986975	2.491541913
XLOC_011091	Evl	0.877561245	-0.006707772
XLOC_011093	-	0.453909902	-0.237104348
XLOC_011094	-	0.016393477	-1.107251783
XLOC_011095	-	0.341351589	0.46897857
XLOC_011096	-	0.357176535	0.102076747
XLOC_011097	-	0.037221872	0.677775793
XLOC_011098	-	0.066061098	0.333874787
XLOC_011099	Yy1	0.634301708	0.094210609
XLOC_011100	Slc25a29	0.584249954	0.114069604
XLOC_011102	Slc25a47,Wars	0.004416755	1.506818733
XLOC_011104	Gm28498	0.004767312	0.899986704
XLOC_011176	-	0.47621987	0.421110103
XLOC_011178	-	0.010110311	-0.651667656
XLOC_011179	-	0.00986072	-0.969390856
XLOC_011180	-	0.567149938	-0.402390675
XLOC_011181	-	0.673373584	0.08076166
XLOC_011182	-	0.91893588	-0.079360803
XLOC_011183	Ppp2r5c	0.335268448	-0.209596083
XLOC_011184	-	0.364677103	-0.417922864
XLOC_011185	Dync1h1	0.009492078	-0.210394938
XLOC_011187	Hsp90aa1	0.001193567	1.842685118
XLOC_011188	Wdr20	0.360164378	0.33371411
XLOC_011190	Zfp839	0.012264704	0.361163557
XLOC_011191	Mpc1-ps	0.261279395	1.28777663
XLOC_011192	Cinp	0.023691704	2.148370361
XLOC_011193	Tecpr2	0.265738251	-0.127333516
XLOC_011194	Rps19-ps6	0.210184295	0.949734309
XLOC_011195	Ankrd9	0.867977549	0.02172717
XLOC_011196	Rcor1	0.654745287	-0.070734797
XLOC_011197	Traf3	0.479231429	0.114006994
XLOC_011199	A230087F16Rik	0.55785738	-0.115858684
XLOC_011203	-	0.48316734	0.195996241
XLOC_011204	Eif5	0.242770942	-0.286253404
XLOC_011206	-	0.529752703	-0.195900649
XLOC_011207	Mark3	0.795293587	0.022549995
XLOC_011208	Ckb	0.53931272	-0.282173718
XLOC_011209	Trmt61a	0.297331034	0.103703994
XLOC_011210	Apopt1,Gm15995	0.009793107	0.153719737
XLOC_011211	Klc1	0.066466635	0.117208324
XLOC_011212	Zfyve21	0.000544915	-1.153380555
XLOC_011213	2010107E04Rik	0.078354813	0.81433399
XLOC_011220	Inf2	0.615758458	0.034251226
XLOC_011222	Siva1	0.391002219	0.168834077
XLOC_011223	Akt1	0.021715362	0.513305298
XLOC_011225	Gm30238	0.102531954	0.885973199
XLOC_011226	Cep170b	0.391002219	0.006854023
XLOC_011229	BC022687	0.032026832	0.435638899
XLOC_011230	Gpr132	0.0032431	-1.053581387
XLOC_011231	-	0.447494366	0.116913246
XLOC_011232	Jag2	0.14748179	-0.971688995
XLOC_011233	Jag2	0.979086532	0.012370248
XLOC_011234	-	0.040131314	-1.390301614
XLOC_011235	9230104M06Rik,Btbd6	0.004240261	-0.87625841
XLOC_011236	-	0.128907977	-0.817086552
XLOC_011237	Gm26583	0.023480632	-1.613573124
XLOC_011238	Btbd6	0.040643255	-1.121204926
XLOC_011239	Pacs2	0.241891754	-0.185586953
XLOC_011242	Mta1	0.18650869	0.261307477
XLOC_011244	Crip1	0.079184269	-1.792709369
XLOC_011251	Ighd	0.676679494	0.153631146
XLOC_011252	Ighm	0.006132857	-1.391146424
XLOC_011253	-	0.076725936	-1.850669172
XLOC_011254	-	0.109686438	-0.954696765
XLOC_011257	Gm9517	0.527162079	-0.297569875
XLOC_011275	Zfp386	0.093131916	-0.145549524
XLOC_011278	Wdr60	0.045708575	0.718382384
XLOC_011280	Esyt2	0.101239815	-0.258241981
XLOC_011281	-	0.517521833	0.162588992
XLOC_011288	Cdca7l	0.707669126	-0.029360369
XLOC_011289	-	0.295795012	-1.082185682
XLOC_011290	Sp4	0.001322276	-1.628419429
XLOC_011293	Gm6768	0.188150716	0.050811786
XLOC_011297	Rab10os	0.000402611	-1.170004985
XLOC_011298	Rab10	0.189929496	-0.278616477
XLOC_011300	1110002L01Rik,Asxl2	0.03719484	-0.61259978
XLOC_011301	Asxl2	0.004588502	-0.971251919
XLOC_011302	-	0.024276548	-1.151227199
XLOC_011303	-	0.00231146	-1.282823363
XLOC_011304	-	0.003691778	-1.505393168
XLOC_011305	-	0.049821592	-1.162891711
XLOC_011306	Dtnb,Dtnbos	0.001297022	-0.813076168
XLOC_011307	Dtnbos	0.003852309	-0.602677254
XLOC_011308	-	0.108736389	-1.543521122
XLOC_011309	-	0.283371661	-0.55578746
XLOC_011310	Dnmt3aos	0.000274741	1.792526591
XLOC_011311	Dnmt3aos	0.041391853	1.495886351
XLOC_011312	-	0.260350253	0.98714132
XLOC_011313	Pomc	0.222737967	0.668296604
XLOC_011314	Efr3b	0.391002219	-0.055350186
XLOC_011315	Dnajc27	0.003879542	1.008190306
XLOC_011316	-	0.260615552	0.510057836
XLOC_011317	-	0.208015487	0.184315539
XLOC_011318	-	0.109045952	0.374220441
XLOC_011319	Cenpo	0.044159568	-0.78120336
XLOC_011320	Ncoa1	0.227404119	-0.079054335
XLOC_011321	Fam228a,Gm17541,Gm3625,Itsn2	0.056986923	-0.488923102
XLOC_011322	Gm17541	0.19665078	-1.240800191
XLOC_011324	Sf3b6	0.00157455	1.134389069
XLOC_011325	Fkbp1b	0.435152351	-0.43426307
XLOC_011326	BC068281	0.334352696	-0.369122728
XLOC_011327	Mfsd2b	0.367349697	-0.145934319
XLOC_011328	Ubxn2a	0.074227431	-0.304455354
XLOC_011329	Atad2b,Gm23167	0.396015286	-0.144698006
XLOC_011330	Gm23167	0.242478214	-0.692185479
XLOC_011332	-	0.16994578	-0.378365222
XLOC_011333	Klhl29	0.318459419	0.005143307
XLOC_011336	Ldah	0.2316368	-0.105937674
XLOC_011337	Gdf7	0.391002219	0.071466544
XLOC_011338	Hs1bp3	0.778585238	-0.087320502
XLOC_011339	Rhob	0.085575169	-0.434136386
XLOC_011341	Pum2	0.085307051	-0.422859113
XLOC_011342	Pum2	0.619789759	0.056725035
XLOC_011343	-	0.130903667	-0.39223872
XLOC_011344	Gm4755	0.320528615	-0.107414121
XLOC_011346	Laptm4a	0.893872337	-0.016346488
XLOC_011347	Wdr35	0.099285701	0.894330401
XLOC_011348	Wdr35	0.073954958	0.818556856
XLOC_011349	Ttc32	0.419399792	0.19713147
XLOC_011350	-	0.476235541	0.513300613
XLOC_011351	-	0.830995847	0.067551238
XLOC_011352	-	0.754066658	0.145209168
XLOC_011353	-	0.722909465	0.11937458
XLOC_011354	Gm7099	0.837943038	-0.260482709
XLOC_011358	-	0.028477203	0.732455975
XLOC_011359	Rdh14	0.596020132	0.064341537
XLOC_011365	Gen1	0.055794965	-2.41972156
XLOC_011366	Smc6	0.004409866	-0.878144649
XLOC_011367	Vsnl1	0.328425993	-0.357545232
XLOC_011369	Gm4294	0.304181187	0.986858282
XLOC_011370	Fam49a	0.007714009	-1.624223828
XLOC_011371	-	0.030553916	-1.432863294
XLOC_011372	-	0.003252809	-1.603789456
XLOC_011376	Ddx1	0.377693699	0.22626484
XLOC_011377	Gm6736,Nbas	0.015483458	0.176993454
XLOC_011378	Gm6736	0.693225341	-0.134378267
XLOC_011381	-	0.777259687	-0.052188814
XLOC_011385	Trib2	0.526153461	0.210698745
XLOC_011387	-	0.056258877	-0.830925074
XLOC_011388	Lpin1	0.265622055	-0.094175111
XLOC_011389	-	0.007782989	-1.494987117
XLOC_011392	E2f6	0.003606055	1.410879664
XLOC_011393	-	0.687317023	-0.104699659
XLOC_011394	Pqlc3	0.011421872	0.826717973
XLOC_011395	2410004P03Rik	0.106735721	-0.185339945
XLOC_011397	Atp6v1c2,Pdia6	0.00715543	1.712641356
XLOC_011398	Nol10	0.019432412	1.0369595
XLOC_011399	Nol10	0.705360543	-0.138493967
XLOC_011400	-	0.703212144	-0.077919535
XLOC_011401	-	0.685402045	-0.090746906
XLOC_011402	-	0.305706473	0.229847908
XLOC_011403	Odc1	3.84e-05	1.019265849
XLOC_011404	-	0.728233985	0.144431354
XLOC_011406	Hpcal1	0.027599156	-0.321727034
XLOC_011407	-	0.015311566	-0.581016911
XLOC_011408	-	0.144747657	-0.454950898
XLOC_011409	-	0.196808315	-0.85407278
XLOC_011410	-	0.360619898	0.29655132
XLOC_011411	-	0.519753881	-0.077655122
XLOC_011412	-	0.753440766	-0.179881199
XLOC_011413	-	0.344294844	0.38785304
XLOC_011414	-	0.174346693	-0.341001196
XLOC_011415	-	0.018231936	0.35904947
XLOC_011416	Bnip3l-ps	0.200244694	-0.117112216
XLOC_011417	-	0.079216836	-0.560130999
XLOC_011418	-	0.964358276	0.000245395
XLOC_011419	-	0.032703983	-0.382245193
XLOC_011420	-	0.783736985	-0.002767339
XLOC_011421	-	0.442574549	0.277341442
XLOC_011426	Gm20535	0.657329189	-0.044997332
XLOC_011427	Cpsf3,Itgb1bp1	0.094999896	0.470975979
XLOC_011428	Adam17	0.232398613	-0.218321756
XLOC_011429	Ywhaq	0.619586214	0.099542627
XLOC_011430	Gm4419	0.820859783	0.060402586
XLOC_011431	-	0.132537988	0.438174798
XLOC_011450	Taf1b	0.150576992	0.614698575
XLOC_011451	Grhl1	0.144437748	1.220583963
XLOC_011452	Grhl1	0.594609867	0.161836041
XLOC_011454	Klf11	5.88e-05	-2.333390032
XLOC_011456	Rrm2	0.338169276	0.564914633
XLOC_011457	Kidins220	0.005327927	-1.108667827
XLOC_011458	-	0.164760902	-0.775697019
XLOC_011459	-	0.118783157	-0.970047307
XLOC_011460	Id2	0.904616825	0.0271787
XLOC_011462	Rnf144a	0.239623266	-0.143111829
XLOC_011465	Cmpk2	0.015308441	-1.779293982
XLOC_011473	Rps7	0.228275859	-0.345822502
XLOC_011474	Rnaseh1	0.197468866	0.395140993
XLOC_011475	-	0.219530864	0.760955192
XLOC_011476	Adi1	0.004627284	0.838231369
XLOC_011477	-	0.859645495	-0.058708087
XLOC_011478	Trappc12	0.546178416	-0.114506105
XLOC_011479	Tssc1	0.241982131	0.582058788
XLOC_011480	-	0.263583966	-0.297852245
XLOC_011481	-	0.041442377	-0.398438303
XLOC_011482	-	0.236407423	-0.436430501
XLOC_011483	-	0.684562312	-0.092976335
XLOC_011484	-	0.60423699	-0.114924544
XLOC_011485	-	0.603648109	-0.15485584
XLOC_011486	-	0.795722869	0.05965545
XLOC_011487	-	0.348862115	-0.308076592
XLOC_011495	Tmem18	0.98188096	-0.02072044
XLOC_011496	Acp1	0.682970191	0.027589792
XLOC_011498	Dld	0.815912314	0.029314879
XLOC_011499	Cbll1	0.190596715	0.031606304
XLOC_011500	Gm29541	0.571149192	-0.170318525
XLOC_011503	-	0.792787823	-0.059151598
XLOC_011504	Dus4l,Hbp1	0.056978226	0.29746884
XLOC_011505	Gpr22	0.144006349	-0.511530193
XLOC_011506	-	0.036205602	-1.146544709
XLOC_011508	Prkar2b	0.198521239	-0.130467517
XLOC_011509	Pik3cg	0.75025693	-0.012350742
XLOC_011511	Ccdc71l	0.029974949	-0.657298693
XLOC_011512	Nampt	0.005248706	-0.334835168
XLOC_011513	-	0.506024247	-0.498004295
XLOC_011514	-	0.390478596	-0.334080624
XLOC_011516	Sypl	0.429826949	-0.268200099
XLOC_011517	-	0.693057977	0.093687925
XLOC_011520	F730043M19Rik	0.257290302	0.099363189
XLOC_011521	Atxn7l1os1	0.061406066	-0.425445785
XLOC_011522	Atxn7l1,Atxn7l1os2	0.014594568	-0.72570384
XLOC_011523	Atxn7l1	0.0112407	-2.018740363
XLOC_011524	Twistnb	0.009328636	0.721673478
XLOC_011525	-	0.036029736	-1.008258885
XLOC_011531	Snx13	0.380899823	-0.154753453
XLOC_011532	-	0.254183949	-0.38075611
XLOC_011533	-	0.055552939	-0.69372442
XLOC_011534	-	0.093163692	-0.550786726
XLOC_011537	Tspan13	0.134938677	0.174057382
XLOC_011538	Bzw2	0.218020384	0.133948041
XLOC_011539	Ankmy2	0.109790548	-0.849830914
XLOC_011540	-	0.166614938	-1.007314724
XLOC_011541	-	0.377100437	-0.418494229
XLOC_011547	Arl4a	0.43603579	-0.082286204
XLOC_011550	Ifrd1	0.26406151	-0.58398838
XLOC_011553	Zfp277	0.541742182	-0.051991781
XLOC_011554	Dock4	0.013871484	-2.151671102
XLOC_011555	Immp2l	0.688580158	0.496583248
XLOC_011557	Lrrn3	0.692458793	0.056487393
XLOC_011558	Immp2l	0.181825538	1.726576717
XLOC_011559	Dnajb9	0.177282537	-0.426584346
XLOC_011560	Pnpla8	0.396585717	0.262158305
XLOC_011561	-	0.05782143	-1.359030234
XLOC_011572	G2e3,Scfd1	0.123717771	0.818840561
XLOC_011573	Scfd1	0.193304184	0.70677749
XLOC_011574	-	0.406190364	-0.427298517
XLOC_011575	Strn3	0.165883081	-0.401716479
XLOC_011576	Strn3	0.730764653	0.228044553
XLOC_011577	Gm22663	0.480018757	-0.153633463
XLOC_011578	Hectd1	0.054524268	-0.162881618
XLOC_011579	-	0.516293623	0.316339135
XLOC_011580	-	0.549249645	-0.179969266
XLOC_011581	-	0.225889529	0.278464212
XLOC_011582	-	0.006457636	-1.601657145
XLOC_011584	Heatr5a	0.973722768	-0.001787334
XLOC_011587	Nubpl	0.196403476	1.007215275
XLOC_011588	Nubpl	0.710122567	-0.141904077
XLOC_011590	Arhgap5	0.118751257	-0.502843472
XLOC_011591	-	0.592981442	0.247833405
XLOC_011592	-	0.021412777	-0.628922493
XLOC_011593	-	0.022361171	-1.146931736
XLOC_011594	-	0.038419837	-0.957502444
XLOC_011601	Mir1892,Sptssa	0.863775405	0.094315131
XLOC_011603	Eapp	0.968321914	-0.007632545
XLOC_011604	Gm22513	0.025726599	0.320898047
XLOC_011606	Gm22634	0.116262455	0.514165378
XLOC_011608	Gm26444	0.174600424	1.472736035
XLOC_011611	Snx6	0.391002219	-0.036657426
XLOC_011613	Baz1a,Gm20403	0.995295754	0.224730749
XLOC_011615	-	0.084429123	-0.323675764
XLOC_011616	Srp54b	0.177537195	-0.393972245
XLOC_011617	Srp54b	0.806071269	-0.235626444
XLOC_011618	-	0.060838333	-1.190166253
XLOC_011619	-	0.055918024	-0.332719924
XLOC_011620	-	0.12083908	-0.844429387
XLOC_011621	1110008L16Rik,Ppp2r3c	0.164427831	0.492416504
XLOC_011622	1110008L16Rik	0.332323217	2.485588536
XLOC_011624	Psma6	0.003579849	1.469105239
XLOC_011625	-	0.920761828	0.007322906
XLOC_011626	-	0.824963376	-0.01930594
XLOC_011627	Nfkbia	0.468497927	-0.092366579
XLOC_011628	Gm23394,Ralgapa1	0.422137849	-0.04027649
XLOC_011629	Brms1l	0.440339346	-0.239671794
XLOC_011634	Mbip	0.391002219	0.121596475
XLOC_011641	Prps1l3	0.485736748	0.156429156
XLOC_011642	Gm11025	0.587427586	0.327004828
XLOC_011643	Gm16246	0.540091002	-0.076559398
XLOC_011649	Sec23a	0.195733071	-0.066214447
XLOC_011650	Gemin2	0.019014976	0.690683426
XLOC_011651	Gm22973	0.275920476	1.156586183
XLOC_011652	Trappc6b	0.308629943	-0.253997592
XLOC_011653	Pnn,Rpl21-ps3	0.704742656	0.110989958
XLOC_011654	-	0.55727592	0.191802372
XLOC_011655	-	0.151188354	-0.607531449
XLOC_011656	Gm5786	0.142155823	0.397187799
XLOC_011658	Ctage5	0.091617017	0.426748377
XLOC_011659	Ctage5	0.510110688	0.357437361
XLOC_011660	-	0.71776111	-0.05906479
XLOC_011661	Fbxo33	0.129326548	-0.456591556
XLOC_011662	-	0.180422561	-0.685467837
XLOC_011663	-	0.672758807	-0.110355805
XLOC_011671	Gm6395	0.087135365	-0.827952312
XLOC_011672	Gm527	0.005570651	-0.986928806
XLOC_011674	Fam179b	0.013926721	-0.50893033
XLOC_011675	Fam179b	0.049320894	-1.127466185
XLOC_011676	Fkbp3,Prpf39	0.048540639	-0.421857346
XLOC_011677	-	0.343010925	-0.639751896
XLOC_011678	Fancm	0.895426441	-0.160060585
XLOC_011679	Mis18bp1	0.347091263	0.169480339
XLOC_011686	-	0.427332472	-0.32326275
XLOC_011689	Rps29	0.714203361	0.196713728
XLOC_011690	Rpl36al	0.130523035	0.367081464
XLOC_011691	Dnaaf2	0.26157642	0.272595372
XLOC_011692	Pole2	0.064167772	0.07499466
XLOC_011693	Gm15561	0.011902298	-1.039792481
XLOC_011694	-	0.115666241	-1.030372456
XLOC_011695	Nemf	0.929698556	-0.022573446
XLOC_011696	AC157822.1,Rn7s2	0.485988138	-0.951478304
XLOC_011697	-	0.013769157	-1.68880685
XLOC_011698	Gm9887	0.107359958	-0.387319708
XLOC_011702	Vcpkmt	0.906061533	0.018168999
XLOC_011703	Sos2	0.559288661	0.032758693
XLOC_011706	Atp5s	0.227436324	-0.543417224
XLOC_011707	Cdkl1	0.391002219	0.023925654
XLOC_011709	Map4k5	0.283093407	0.126215406
XLOC_011711	Sav1	0.761317205	-0.024698651
XLOC_011713	Nin	0.014122324	-0.113595662
XLOC_011716	Tmx1	0.175328687	-0.298446826
XLOC_011717	Frmd6	0.082863838	-0.24115236
XLOC_011718	-	0.019099493	-0.478138529
XLOC_011719	-	0.960872725	0.025199834
XLOC_011720	Actr10	0.655015912	-0.20751515
XLOC_011721	3110056K07Rik	0.012153966	1.776413578
XLOC_011722	3110056K07Rik	0.469039868	0.298499122
XLOC_011723	Arid4a	2.8e-06	-0.992210996
XLOC_011724	-	0.007427998	-0.91162504
XLOC_011726	2700049A03Rik	0.008433692	-0.676792582
XLOC_011727	4930474H06Rik	0.493667575	-0.117655458
XLOC_011729	Daam1,Gm7985	0.007342106	-1.258677345
XLOC_011730	Gm7985	0.032569861	-1.163200723
XLOC_011731	-	0.403442983	-0.947371436
XLOC_011732	-	0.118848181	-1.084230204
XLOC_011735	Ccdc175	0.889143348	0.074526869
XLOC_011739	Pcnxl4	0.922889635	0.018221574
XLOC_011740	Pcnxl4	0.256292552	0.508179097
XLOC_011742	Dhrs7	0.20243916	0.146722955
XLOC_011743	Ppm1a	0.119832613	0.284902281
XLOC_011744	-	0.047772138	-1.133156555
XLOC_011745	-	0.046236488	-0.508517015
XLOC_011749	Gm23910	0.005446096	1.238344015
XLOC_011751	Trmt5	0.12191756	0.19384532
XLOC_011752	Slc38a6	0.024236836	-1.313671523
XLOC_011755	Prkch	0.391218307	-0.543909303
XLOC_011756	Prkch	0.027786149	-0.331937313
XLOC_011757	-	0.156570314	-2.427142702
XLOC_011758	-	0.083770333	-1.272533361
XLOC_011759	Hif1a	0.018608411	-0.7797634
XLOC_011760	Gm15283	0.000434683	1.498623676
XLOC_011761	Snapc1	0.022256092	-0.765241865
XLOC_011766	Ppp2r5e	0.312276252	-0.054625425
XLOC_011767	-	0.759776372	-0.056974672
XLOC_011768	Wdr89	0.264884735	0.092942736
XLOC_011769	-	0.405284852	-0.182278222
XLOC_011770	-	0.141589597	0.246970171
XLOC_011771	Sgpp1	0.065225346	-0.180409346
XLOC_011772	-	0.253056252	-0.462832734
XLOC_011773	Syne2	0.141994601	0.767481461
XLOC_011774	Syne2	0.009358106	-2.303259233
XLOC_011778	Mthfd1	0.00114076	2.090463997
XLOC_011779	Zbtb25	0.343337838	-0.097245048
XLOC_011780	Zbtb1	0.002939477	1.062624389
XLOC_011781	4930426I24Rik	0.391002219	0.090687321
XLOC_011782	Hspa2	0.169912324	-0.599869973
XLOC_011784	Gm10451	0.178881678	0.571619611
XLOC_011788	Rab15	0.391002219	-0.032754094
XLOC_011789	Fntb	0.060236134	-0.465337729
XLOC_011790	Max	0.719520993	-0.115847587
XLOC_011792	Fut8	0.001569297	-0.491258133
XLOC_011793	-	0.221870358	-0.974433535
XLOC_011795	Gphn	0.008448757	1.847458554
XLOC_011796	-	0.769681456	0.135730301
XLOC_011797	-	0.553449087	0.234671505
XLOC_011798	Fam71d	0.230596088	0.449391197
XLOC_011799	Gm25225	0.82552633	0.054241163
XLOC_011800	Atp6v1d,Plek2	0.000339675	1.800005374
XLOC_011801	Tmem229b	0.706087703	0.068211342
XLOC_011804	Vti1b	0.479365618	-0.179954463
XLOC_011806	Rdh11	0.114820634	-0.244512205
XLOC_011807	Rdh12	0.617834357	-0.12946857
XLOC_011808	Zfyve26	0.127518217	-0.047434927
XLOC_011809	-	0.217551793	-1.504325725
XLOC_011810	Rad51b	0.066829624	0.648987234
XLOC_011811	-	0.391002219	0.041566063
XLOC_011812	-	0.078422613	0.420819337
XLOC_011813	-	0.882311126	0.068740277
XLOC_011814	-	0.359753821	0.489841036
