id	name	pvalue	logFC	qvalue
XLOC_016986	-	0.156096039	-0.913482993	0.352966647
XLOC_016987	Nadk2	0.114773966	-0.247443781	0.295366069
XLOC_016988	Skp2	0.015684269	0.66136559	0.096235031
XLOC_016989	Lmbrd2	0.612216853	-0.056045532	0.726878102
XLOC_016993	Il7r	1.61e-05	-2.517156802	0.010116058
XLOC_016997	-	0.300447244	0.202071015	0.498028405
XLOC_016998	-	0.855161987	-0.044882739	0.907254147
XLOC_016999	Dnajc21	0.009547094	0.628715626	0.073838382
XLOC_017000	Dnajc21	0.019895354	-1.149630982	0.110020469
XLOC_017001	-	0.697068439	0.335906522	0.792142457
XLOC_017002	Brix1	0.012832488	0.622979989	0.086450218
XLOC_017003	Rad1	0.852581599	-0.040554412	0.905126683
XLOC_017006	C1qtnf3	0.25118511	0.063918908	0.451489001
XLOC_017010	Tars	0.00080816	1.982368295	0.02536493
XLOC_017011	1700047G03Rik	0.901335981	-0.030350469	0.938121869
XLOC_017013	Sub1	2.69e-06	-2.412115563	0.005651213
XLOC_017014	Zfr	0.459923143	-0.235200819	0.608059189
XLOC_017016	Mtmr12	0.470797458	-0.141546124	0.616903767
XLOC_017017	-	0.218904713	-0.803444525	0.418582604
XLOC_017018	-	0.009042042	-1.708084483	0.071973882
XLOC_017019	Golph3	0.976848651	-0.000609424	0.985839023
XLOC_017022	6030458C11Rik	0.492722898	0.118458496	0.633380051
XLOC_017023	AC133189.1,Drosha	0.535818697	0.060349471	0.668326419
XLOC_017041	Basp1	0.105180144	0.476087655	0.281416269
XLOC_017044	-	0.234834111	0.565446763	0.434767698
XLOC_017045	Myo10	0.971431248	0.010004127	0.982071732
XLOC_017048	-	0.016114854	1.183972155	0.097687918
XLOC_017049	-	0.038597873	-0.986478933	0.16028432
XLOC_017050	Fam134b	0.152366639	-0.276978503	0.348046567
XLOC_017052	Zfp622	0.164370042	-0.294893987	0.363929381
XLOC_017055	Ank,Mir7117,Otulin	0.047306462	-0.746610703	0.180179742
XLOC_017056	-	0.023770826	-0.900476208	0.121529331
XLOC_017057	Fam105a	0.000943573	-1.664752016	0.026767249
XLOC_017058	Trio	0.005336167	-0.898290859	0.054873129
XLOC_017065	Ropn1l	0.010748106	-1.074027929	0.078640211
XLOC_017066	Mar-06	0.343413623	-0.104998976	0.537631122
XLOC_017067	Cmbl,Fam173b	0.004731733	1.540512143	0.051678411
XLOC_017073	-	0.114710686	-0.590574408	0.295366069
XLOC_017074	Mtdh	0.421311603	0.125897226	0.577041474
XLOC_017076	Matn2	0.756794546	0.047025341	0.836022323
XLOC_017077	Rpl30	0.794436606	0.071933719	0.864004436
XLOC_017079	Pop1	0.117954136	0.351298143	0.299884948
XLOC_017082	Stk3	0.937032409	-0.03618785	0.960822028
XLOC_017084	Vps13b	0.560250981	0.056479632	0.686742364
XLOC_017086	Cox6c	0.275204138	-0.56568507	0.474707217
XLOC_017087	Cox6c	0.057445272	0.671507302	0.20246813
XLOC_017090	Polr2k	0.391002219	0.128929374	0.551169243
XLOC_017091	Rnf19a,Spag1	0.617309847	0.045938004	0.730614788
XLOC_017093	Rpl7a-ps3	0.872002442	-0.550991511	0.918182642
XLOC_017094	-	0.119139106	-0.874673038	0.301385286
XLOC_017095	Ankrd46	0.083455531	0.603183638	0.248123499
XLOC_017096	-	0.609410654	-0.051161112	0.724707871
XLOC_017097	-	0.477134266	0.688157699	0.622028665
XLOC_017099	Pabpc1	0.000314046	0.929965417	0.020476758
XLOC_017100	-	0.105276507	-0.805229206	0.281526508
XLOC_017101	Ywhaz	0.666919337	0.049302466	0.769795661
XLOC_017102	-	0.359519166	-0.50997128	0.551169243
XLOC_017103	Zfp706	0.224526348	0.3443805	0.42437876
XLOC_017113	Rrm2b	0.514285922	-0.226341806	0.650821348
XLOC_017114	Gm22353	0.03352823	0.123375032	0.14767971
XLOC_017118	Klf10	0.007442217	-0.79227882	0.064787575
XLOC_017120	-	0.470335641	0.401638518	0.61648354
XLOC_017121	-	0.519267141	0.222614637	0.65496632
XLOC_017122	Azin1	0.681405511	0.115734179	0.78026304
XLOC_017123	Atp6v1c1	0.287052705	0.094708968	0.485778649
XLOC_017128	Slc25a32	0.029673918	0.732713982	0.13815575
XLOC_017134	Lrp12	0.303379499	-0.155851693	0.500271017
XLOC_017138	Oxr1	0.867062905	-0.016259343	0.914475229
XLOC_017141	-	0.101109386	-0.79036404	0.274642081
XLOC_017142	-	0.573010488	0.282100029	0.696390528
XLOC_017143	Eif3e	0.097216616	0.456666566	0.26883025
XLOC_017144	Emc2	0.248751044	0.113291241	0.4485596
XLOC_017148	-	0.330017405	0.36832009	0.525541691
XLOC_017149	Eny2,Nudcd1	0.000447958	1.48209701	0.022322981
XLOC_017152	Ebag9	0.822286304	-0.009564572	0.882526625
XLOC_017163	-	0.181690114	-0.27586628	0.385519719
XLOC_017164	-	0.74519359	0.147003776	0.827284502
XLOC_017165	Trps1	0.737093295	0.08067158	0.821527743
XLOC_017166	-	0.472490363	-0.321513012	0.618256659
XLOC_017167	Eif3h	0.254641118	0.147977026	0.455180139
XLOC_017168	Utp23	0.569095531	-0.178018636	0.693046463
XLOC_017169	Rad21	0.30638767	-0.658799986	0.502893994
XLOC_017174	Med30	0.695916055	-0.082770866	0.791141589
XLOC_017175	Ext1	0.000698721	-1.682748719	0.024610353
XLOC_017182	Taf2	0.258113969	0.31387745	0.45867904
XLOC_017183	Dscc1	0.021419158	0.558830978	0.115001836
XLOC_017185	Col14a1	0.878416416	-0.008211913	0.922685897
XLOC_017186	-	0.758541904	0.077375957	0.837351037
XLOC_017187	Mrpl13,Mtbp	0.002516892	0.829903064	0.039269509
XLOC_017188	Sntb1	0.003502221	-1.341628915	0.045343028
XLOC_017191	Zhx2	0.190898237	-0.182042461	0.391328747
XLOC_017192	Derl1	0.242656974	-0.232840052	0.442132949
XLOC_017194	-	0.075662396	-0.866548329	0.234928064
XLOC_017196	Fam83a	0.297602782	-0.348955289	0.495384383
XLOC_017197	-	0.268888617	-0.447946921	0.46862423
XLOC_017198	9130401M01Rik	0.018144392	1.301551721	0.104344185
XLOC_017199	Zhx1	0.104333949	0.151258631	0.280090276
XLOC_017200	Atad2	0.5815083	-0.521574421	0.703261769
XLOC_017201	Atad2	0.137126565	-2.630826152	0.327892859
XLOC_017204	Gm15943	0.024858008	-1.114822888	0.124853043
XLOC_017205	D15Ertd621e	0.899150011	0.009459598	0.936572811
XLOC_017208	-	0.109691712	-0.947993976	0.288244525
XLOC_017209	Tmem65	0.065534517	-0.254077066	0.217579577
XLOC_017210	-	0.452821345	-0.572219248	0.602774961
XLOC_017212	Rnf139	0.876554531	0.014949302	0.921297862
XLOC_017213	Tatdn1	0.401635081	0.169260845	0.560697632
XLOC_017214	Ndufb9	0.053353544	-0.970437691	0.193484103
XLOC_017215	Mtss1	0.001148508	-1.151589964	0.028400645
XLOC_017218	E430025E21Rik,Nsmce2,Sqle	0.095603152	0.300427911	0.266959605
XLOC_017219	Trib1	0.139752552	-0.403630352	0.331811041
XLOC_017221	Gm25875	0.003087928	-2.51327007	0.042672083
XLOC_017222	-	0.053141307	-0.84062903	0.192965514
XLOC_017223	-	0.129487601	-1.154512063	0.316882551
XLOC_017224	-	0.00619739	-1.390790138	0.059135783
XLOC_017225	Gm25875	0.006849199	-1.98730012	0.062121521
XLOC_017226	-	0.012411524	-2.482266706	0.084979474
XLOC_017227	9930014A18Rik	0.124238402	0.40308357	0.309501903
XLOC_017228	Myc	0.868149327	0.05032353	0.915215982
XLOC_017229	Gm27718,Gm27913,Gm27957,Pvt1	0.195702994	0.052576257	0.395053282
XLOC_017238	Gsdmc4	0.007673367	-1.391635385	0.06561529
XLOC_017239	Fam49b,Gm25628,Gsdmcl-ps	0.967986031	-0.013834216	0.980290146
XLOC_017241	-	0.111929931	-0.804498651	0.291148888
XLOC_017242	-	0.094327558	-0.907060044	0.265396113
XLOC_017243	-	0.375327091	-0.471095202	0.551169243
XLOC_017244	-	0.040214567	-0.958746943	0.163935338
XLOC_017245	Gm20717	0.088229141	-0.334023756	0.256023717
XLOC_017250	Efr3a	0.2675434	-0.301408349	0.467303351
XLOC_017254	Lrrc6	0.080982131	0.398762454	0.243994899
XLOC_017255	Tmem71	0.000368705	-1.776057699	0.021240671
XLOC_017256	Phf20l1	0.151277503	-0.203307889	0.346373683
XLOC_017257	Tg	0.010451023	0.408245284	0.077534361
XLOC_017258	-	0.413190308	-0.144663662	0.56990867
XLOC_017259	-	0.210423353	0.581279276	0.410430596
XLOC_017260	-	0.35911141	-0.212367043	0.551169243
XLOC_017261	Wisp1	0.676753699	-0.055663579	0.777158334
XLOC_017262	Gm17035,Gm2895	0.001424584	1.389132075	0.031079073
XLOC_017263	-	0.058675543	-1.792584474	0.204985119
XLOC_017264	-	0.115689275	-0.839816992	0.296538317
XLOC_017265	St3gal1	0.020354886	-0.507404356	0.111573036
XLOC_017266	-	0.485338846	1.89745492	0.62812302
XLOC_017268	Zfat	0.527968569	-0.263753516	0.662063442
XLOC_017270	Gm37320	0.091188075	0.416514633	0.260401113
XLOC_017271	Gm37320	0.489716908	0.224662918	0.631145116
XLOC_017272	-	0.041277589	0.705112109	0.166423365
XLOC_017273	Gm20732,Gm37296	0.085634713	0.388406893	0.251389527
XLOC_017279	Gm3150,Trappc9	0.027256455	-0.882056635	0.131768019
XLOC_017281	Chrac1	0.000424162	0.873394582	0.022169629
XLOC_017282	Gm24787,Ptk2	0.02931021	-0.731429172	0.137140695
XLOC_017284	Dennd3	0.393967071	-0.748730568	0.553738263
XLOC_017285	Slc45a4	0.388541383	-0.223517935	0.551169243
XLOC_017287	Ptp4a3	0.530385097	0.089302616	0.664140551
XLOC_017290	Gm7935	0.11786198	0.851438046	0.299796806
XLOC_017292	-	0.036929295	-0.935283515	0.156810412
XLOC_017293	Arc	0.608711232	-0.055044793	0.724099787
XLOC_017294	4933427E11Rik	0.010655139	0.6182736	0.078308666
XLOC_017297	Them6	0.011121768	-0.307831624	0.080253993
XLOC_017298	Lynx1	0.177658676	-0.475027447	0.380985783
XLOC_017299	Gm17189	0.647176695	-0.08626207	0.753290804
XLOC_017301	Gm6610	0.251142296	0.305742588	0.451465557
XLOC_017303	Gm29126	0.068912259	0.353664808	0.223666188
XLOC_017304	Ly6e	0.873986494	-0.151288205	0.9194098
XLOC_017305	Gm28068,Ly6c1	0.00657377	-3.17469472	0.061081766
XLOC_017306	Gm8000	0.208663928	0.264738343	0.4085069
XLOC_017307	Gm37042	0.207992511	-0.675447724	0.407744472
XLOC_017308	Ly6a	0.151496011	-0.190951495	0.346692286
XLOC_017312	Ly6c2	0.127300849	-1.21749245	0.314062422
XLOC_017319	Zfp41	0.541995838	-0.048006149	0.672752174
XLOC_017320	2810039B14Rik,Gm15945	0.014906474	1.238493651	0.093431011
XLOC_017322	Gm23747,Zc3h3	0.050282337	-0.387380742	0.186848162
XLOC_017324	Eef1d	0.016312737	0.75761753	0.09828397
XLOC_017325	Tigd5	0.513624425	0.066152562	0.650361018
XLOC_017326	Pycrl	0.042296411	1.324368221	0.168414633
XLOC_017327	Tsta3	0.011404345	0.868006822	0.081253248
XLOC_017328	-	0.440279607	0.344298616	0.592585831
XLOC_017329	Zfp623	0.462949091	-0.086710187	0.610280707
XLOC_017330	Zfp707	0.56635634	-0.111082343	0.690898328
XLOC_017331	Ccdc166	0.571136815	-0.223641143	0.694883759
XLOC_017333	Fam83h	0.064338849	0.354927391	0.215334072
XLOC_017334	K230010J24Rik,Puf60,Scrib	0.057520922	0.54730678	0.20251691
XLOC_017336	Plec	5.25e-05	-1.502970128	0.013908634
XLOC_017340	Smpd5	0.95472915	-0.005204291	0.97163226
XLOC_017341	Exosc4	0.288514458	0.385080796	0.486963359
XLOC_017342	Gpaa1	0.349932291	0.427983359	0.543937923
XLOC_017344	Cyc1,Maf1,Sharpin,WDR97	0.002456806	-1.561291397	0.03900511
XLOC_017345	Hgh1	0.127536827	0.141483499	0.31419129
XLOC_017346	Hsf1,Mir6954,Mroh1	0.084924979	0.552602373	0.250146993
XLOC_017347	Scx	0.026639674	0.55220991	0.129791662
XLOC_017348	Dgat1	0.356060767	-0.168608115	0.549817266
XLOC_017349	-	0.608123742	0.099323318	0.72366549
XLOC_017350	Fbxl6	0.157436732	0.468298171	0.354593855
XLOC_017352	-	0.824527664	-0.376967006	0.884345478
XLOC_017353	Adck5	0.0012595	0.541595831	0.029456004
XLOC_017354	Slc39a4	0.014742749	1.54192857	0.092848855
XLOC_017355	Tonsl	0.483677615	-0.041628021	0.626979756
XLOC_017356	Cyhr1	0.282879185	-0.253494374	0.481838845
XLOC_017358	Ppp1r16a	0.265977528	0.086615226	0.466178587
XLOC_017360	Mfsd3,Recql4	0.111254091	1.021296473	0.290128011
XLOC_017361	Lrrc14	0.636481847	-0.090813649	0.744797418
XLOC_017362	Gm17271	0.882942134	0.017624428	0.925118088
XLOC_017363	Gm17271	0.657711794	-0.224103998	0.761952689
XLOC_017364	Zfp251	0.470172816	-0.19087936	0.616314047
XLOC_017365	Zfp7	0.391002219	-0.01326297	0.551169243
XLOC_017366	Commd5	0.391002219	0.097025888	0.551169243
XLOC_017367	Rpl8	0.28727215	-0.574133963	0.486001339
XLOC_017368	Zfp647	0.454160054	0.28574804	0.603704211
XLOC_017379	-	0.056181752	-1.340384045	0.199896305
XLOC_017380	-	0.142894862	-1.718673427	0.336075381
XLOC_017381	Apol8	0.00333105	-2.846861039	0.044366613
XLOC_017382	Myh9	0.003503951	-0.881237938	0.045343028
XLOC_017383	-	0.117086911	-1.441558955	0.298606938
XLOC_017385	Txn2	0.007406926	1.744906343	0.064721408
XLOC_017386	Foxred2	0.004331114	1.447898368	0.049602162
XLOC_017387	Gm17638	0.000432137	1.105303423	0.022251458
XLOC_017389	Ift27	0.343449569	0.507552428	0.537655286
XLOC_017390	Ncf4	0.487274327	0.248186533	0.629214969
XLOC_017393	Tst	0.287707377	0.749450906	0.48641549
XLOC_017394	Mpst	0.981003353	0.006959294	0.988242117
XLOC_017395	Kctd17	0.391002219	0.034136839	0.551169243
XLOC_017396	Il2rb	0.002494574	1.021811327	0.039267586
XLOC_017397	Rac2	0.021241341	-0.791064142	0.114610544
XLOC_017398	-	0.511032402	0.140798334	0.648331703
XLOC_017399	Cyth4	0.999114075	0.007434571	0.999457243
XLOC_017400	Mfng	0.180338678	-0.693001862	0.384747069
XLOC_017402	Gga1	0.848193886	-0.026585591	0.90216894
XLOC_017404	Sh3bp1	0.471822257	-0.294821723	0.617659941
XLOC_017405	-	0.105662258	-0.70897754	0.281837704
XLOC_017406	Lgals1	0.193299159	-0.45655589	0.393303227
XLOC_017407	Nol12	0.205783341	0.053588962	0.405246961
XLOC_017408	Triobp	0.354147979	-0.470722627	0.547794573
XLOC_017410	H1f0	0.700103081	0.045464361	0.79431684
XLOC_017412	Ankrd54	0.170705876	-0.186217467	0.372164418
XLOC_017413	Eif3l	0.215444185	0.458009078	0.415278011
XLOC_017414	Micall1	0.360667442	-0.061223678	0.551169243
XLOC_017417	Lgals1-ps2,Pick1	0.391002219	0.096247849	0.551169243
XLOC_017418	Gm20420,Pla2g6	0.004468862	1.384618134	0.050375513
XLOC_017420	Maff	0.553328261	-0.174834438	0.681475374
XLOC_017421	Tmem184b	0.784627492	-0.126597051	0.857194008
XLOC_017422	Csnk1e,Gm16059	0.117374564	0.322434546	0.29897076
XLOC_017424	Ddx17,Kdelr3	0.048486565	-0.286072713	0.182978407
XLOC_017425	Cby1	0.196912442	0.125602391	0.396068532
XLOC_017426	Josd1,Tomm22	0.081255232	0.335481117	0.244390378
XLOC_017427	Gtpbp1	0.166366423	-0.367417007	0.366299596
XLOC_017429	Gm16575,Sun2	0.002872285	-1.526841816	0.041580891
XLOC_017430	Gm16576	0.868751947	0.007385941	0.915572004
XLOC_017431	Dnal4	0.132777487	0.392531436	0.321553285
XLOC_017432	Cbx6,Npcd	0.03793159	0.363396716	0.158786367
XLOC_017433	-	0.003861094	0.819573444	0.047160757
XLOC_017434	Apobec3,Cbx7	0.347874021	-0.187829761	0.541992026
XLOC_017435	Pdgfb	0.002382712	2.941650083	0.038430275
XLOC_017436	Rpl3	0.031045746	0.893372908	0.142052002
XLOC_017437	Rpl3	0.039174265	0.362274313	0.161405402
XLOC_017439	Tab1	0.06204409	-0.218332482	0.211262626
XLOC_017441	Mief1	0.884113632	0.007420704	0.926079807
XLOC_017442	Atf4	0.160656866	0.272950538	0.359312096
XLOC_017443	Rps19bp1	0.009228348	2.165298284	0.072804339
XLOC_017445	Enthd1	0.055244962	1.477530355	0.197852293
XLOC_017446	Grap2	0.01070842	-0.534057446	0.078592968
XLOC_017448	Fam83f	0.00070136	-1.685226728	0.024610353
XLOC_017449	-	0.022316589	-1.767799917	0.117179976
XLOC_017450	Mir5113,Tnrc6b	0.003351111	-0.248932646	0.044453095
XLOC_017451	Adsl	0.469723978	-0.048158555	0.615932939
XLOC_017453	Sgsm3	0.003764416	-1.199055487	0.046631796
XLOC_017457	-	0.006735994	-1.728512971	0.061649398
XLOC_017458	-	0.30639467	-0.257051242	0.502893994
XLOC_017459	-	0.391002219	0.290678191	0.551169243
XLOC_017460	-	0.971819675	-0.002532158	0.98227499
XLOC_017461	Slc25a17	0.409103284	0.283399651	0.566626963
XLOC_017462	St13,Xpnpep3	4.46e-05	1.838912407	0.013908634
XLOC_017463	-	0.031352336	-0.903456655	0.142918795
XLOC_017464	Rbx1	0.191729344	0.101582973	0.391941511
XLOC_017465	-	0.715760345	-0.843089078	0.805387858
XLOC_017466	-	0.27545034	-0.273830808	0.474975615
XLOC_017467	1110025M09Rik	0.164754477	-0.400435662	0.364263898
XLOC_017468	Ep300	0.172377626	-0.850116009	0.37416051
XLOC_017470	L3mbtl2	0.520211615	-0.04376883	0.655566675
XLOC_017471	-	0.759468605	0.051500572	0.837915273
XLOC_017472	Rangap1	0.025752878	0.695266715	0.127364991
XLOC_017473	Zc3h7b	0.890346629	-0.00761086	0.930532928
XLOC_017474	Tef	0.391002219	0.038005606	0.551169243
XLOC_017475	Tob2	0.002184651	-0.989167052	0.037189917
XLOC_017476	-	0.6037914	-0.221236919	0.720372334
XLOC_017477	Phf5a	0.29132536	0.35559555	0.489291965
XLOC_017478	Aco2	0.879846934	-0.112695878	0.923536274
XLOC_017479	Csdc2,Pmm1	0.735464538	0.019993818	0.820200667
XLOC_017480	Gm5805	0.495465249	-0.254058232	0.635802763
XLOC_017481	1700029P11Rik	0.21857669	-0.557754278	0.418319025
XLOC_017482	Xrcc6	0.009587686	0.991646412	0.074024279
XLOC_017485	Ccdc134	0.391002219	-0.051517321	0.551169243
XLOC_017486	-	0.174833029	-0.378160502	0.377551768
XLOC_017487	Srebf2	0.482974159	-0.133121396	0.626554116
XLOC_017489	Cenpm	0.121597866	1.574211527	0.305328409
XLOC_017493	Naga	0.099202705	-0.847444354	0.271850048
XLOC_017494	Fam109b,Smdt1	0.532041489	0.117362919	0.665388211
XLOC_017496	Cyp2d22	0.003908977	-1.350543665	0.047392274
XLOC_017502	Cyp2d26	0.182998796	-0.39902381	0.385542803
XLOC_017503	-	0.089332582	-1.53171807	0.257685226
XLOC_017504	-	0.096037131	-1.524447705	0.267402302
XLOC_017505	-	0.00225865	-1.198751788	0.037661413
XLOC_017506	Gm20324	0.026220453	-0.391916291	0.128706089
XLOC_017508	-	0.075189436	-0.89853921	0.234329099
XLOC_017509	Nfam1	0.001275281	-1.113771009	0.029595951
XLOC_017510	Serhl	0.013464773	1.032241085	0.088735667
XLOC_017511	Poldip3	0.544790498	0.095062738	0.674956211
XLOC_017513	Cyb5r3	0.129557858	0.350841401	0.316967391
XLOC_017514	Arfgap3	0.718158641	0.109695209	0.806977935
XLOC_017515	1700001L05Rik	0.400295499	0.244007727	0.559512911
XLOC_017516	-	0.227738323	-0.518549847	0.427796827
XLOC_017517	-	0.626938566	0.15959987	0.7375152
XLOC_017518	-	0.644427553	-0.069001581	0.751144388
XLOC_017519	Pacsin2	0.007163025	0.945539731	0.063655364
XLOC_017520	Gm5417	0.649362717	-0.712176128	0.755145418
XLOC_017521	Ttll1	0.932529157	0.10442025	0.957552955
XLOC_017523	Bik	0.911278293	0.013507049	0.944276827
XLOC_017524	Mcat	0.44407141	0.285599326	0.596036653
XLOC_017525	Tspo,Ttll12	0.031620041	0.42495831	0.14349455
XLOC_017530	Samm50	0.742645917	0.101516135	0.825551548
XLOC_017532	Parvg	0.05572558	0.431118742	0.198921274
XLOC_017533	Ldoc1l	0.680017147	0.107525938	0.779375833
XLOC_017536	Phf21b	0.30234625	0.434698907	0.499467108
XLOC_017538	Gm29666	0.412819574	0.191199253	0.569607131
XLOC_017539	Gm29666	0.750813032	-0.097780388	0.831691299
XLOC_017540	Nup50	0.704974072	0.036801161	0.797392784
XLOC_017541	5031439G07Rik	0.738736957	0.052454018	0.822869842
XLOC_017543	-	0.164387451	-0.719297363	0.363929381
XLOC_017544	Fam118a	0.810697625	0.023506358	0.874629822
XLOC_017548	Atxn10	0.972443745	-0.010510295	0.982792083
XLOC_017551	D130051D11Rik	0.220568615	0.031669476	0.420034506
XLOC_017552	Gm37699	0.716510805	0.030763917	0.805886343
XLOC_017556	Cdpf1	0.33555685	0.280192592	0.530472114
XLOC_017557	Ttc38	0.371210711	-0.136971938	0.551169243
XLOC_017559	Trmu	0.091316628	-0.415059247	0.260597872
XLOC_017560	Celsr1	0.020167402	-0.541713258	0.11098551
XLOC_017561	Gramd4	0.024555424	-0.52190492	0.124032635
XLOC_017562	Cerk,Gm15569,Gm24011	0.069821175	-0.260635411	0.22549934
XLOC_017564	Tbc1d22a	0.520809962	-0.038811716	0.656069229
XLOC_017569	-	0.289339446	-0.989437782	0.487421178
XLOC_017570	Brd1	0.024633979	-0.521667754	0.124243697
XLOC_017571	Zbed4	0.155828243	0.055584945	0.35257401
XLOC_017572	Alg12	0.159691747	0.404638183	0.357886463
XLOC_017573	Creld2	0.391002219	0.076788925	0.551169243
XLOC_017575	-	0.068613161	-0.62188577	0.223082136
XLOC_017576	Pim3	0.144929098	-0.205112267	0.338551066
XLOC_017580	Trabd	0.80201592	-0.059596936	0.86901911
XLOC_017581	Selo	0.542010545	-0.223586664	0.672752174
XLOC_017582	Tubgcp6	0.294533909	-0.453912867	0.492430338
XLOC_017583	Hdac10	0.171597085	0.24237074	0.373207999
XLOC_017584	Mapk11	0.004917336	0.613798249	0.052738626
XLOC_017585	Plxnb2	0.971676995	-0.00853545	0.982246377
XLOC_017586	Dennd6b	0.492034958	0.30549549	0.632970215
XLOC_017587	Ppp6r2,Sbf1	0.01262091	-0.696213927	0.08577114
XLOC_017590	Lmf2	0.27803489	0.100759281	0.477547378
XLOC_017591	Ncaph2	0.565253174	0.117249187	0.690178819
XLOC_017593	C730034F03Rik,Chkb	0.007084458	-1.259052514	0.063227035
XLOC_017595	C230037L18Rik	0.022699506	-0.885967426	0.118207719
XLOC_017598	-	0.266878125	-0.500563569	0.466893152
XLOC_017599	Alg10b,Mir7648	0.178980393	0.073703337	0.382630622
XLOC_017601	Rpl31-ps8	0.729207161	-0.042732979	0.815686344
XLOC_017614	-	0.193237245	-0.941759476	0.393303227
XLOC_017615	Gxylt1	0.009083251	-0.698679559	0.072170404
XLOC_017616	-	0.91215867	0.012202623	0.944778245
XLOC_017617	-	0.598382968	-0.210059985	0.71593057
XLOC_017618	Yaf2	0.378017893	-0.303039792	0.551169243
XLOC_017620	-	0.391002219	-0.814702838	0.551169243
XLOC_017621	Pphln1	0.06229038	0.43852893	0.21174367
XLOC_017622	Prickle1	0.562750683	0.088453148	0.688534822
XLOC_017624	Pus7l	0.052726634	0.797041469	0.192141044
XLOC_017625	Irak4,Twf1	0.011352843	-0.917988041	0.081098691
XLOC_017628	Ano6	0.490069402	-0.033415139	0.631393422
XLOC_017629	2610037D02Rik,4833422M21Rik	0.416442165	0.135185931	0.573006931
XLOC_017630	Arid2,Gm25397,Scaf11	0.353018056	0.100209684	0.54672433
XLOC_017631	-	0.272271963	-0.544457952	0.472156207
XLOC_017632	-	0.717807919	-0.072507621	0.806791354
XLOC_017633	Slc38a1	4.56e-05	1.293428326	0.013908634
XLOC_017635	Slc38a2	0.002436837	-0.722865991	0.03888902
XLOC_017637	-	0.04235081	-0.898886412	0.168426555
XLOC_017638	-	0.272508447	0.531542968	0.472295121
XLOC_017639	Pced1b	0.134837881	0.17500273	0.324697002
XLOC_017640	-	0.252109097	-0.473763391	0.452684179
XLOC_017641	-	0.335421672	0.566767944	0.530345812
XLOC_017642	-	0.014140605	-1.03847602	0.091092046
XLOC_017643	-	0.166622913	-2.010466275	0.366494906
XLOC_017644	-	0.023029689	-1.750165678	0.119201742
XLOC_017645	Rpap3	5.48e-05	1.765800253	0.013908634
XLOC_017647	Slc48a1	0.000724137	1.401838914	0.024682816
XLOC_017649	-	0.405913735	0.193800916	0.563877833
XLOC_017650	-	0.335873498	-0.584757318	0.530644091
XLOC_017652	-	0.147218113	-0.454912582	0.34135326
XLOC_017653	Gm26513,Pfkm	0.826163301	-0.029276579	0.885483826
XLOC_017654	-	0.098432698	-1.211053242	0.270732098
XLOC_017655	-	0.387798304	0.144366463	0.551169243
XLOC_017657	Asb8	0.108066506	-0.322860074	0.285692555
XLOC_017665	-	0.465970561	-0.547616076	0.61279164
XLOC_017666	Kansl2	0.036284054	0.374387178	0.155430238
XLOC_017667	9330020H09Rik,Ccnt1	0.003245635	-0.874142765	0.043807715
XLOC_017669	Gm29331	0.026900273	-0.68295589	0.130600101
XLOC_017671	Cacnb3	0.998099364	0.001521951	0.99882337
XLOC_017672	Ddx23	0.006650353	0.572890871	0.061325306
XLOC_017673	Rnd1	0.039238164	0.726984334	0.161522362
XLOC_017674	Arf3,Ccdc65	0.036630552	0.483455737	0.156326933
XLOC_017675	Ccdc65	0.56279027	-0.050574862	0.688534822
XLOC_017676	Fkbp11	0.233274735	-0.511953927	0.433413478
XLOC_017677	-	0.270733677	-0.574170129	0.47068191
XLOC_017678	Wnt10b	0.003718566	1.523267663	0.046592867
XLOC_017680	B130046B21Rik,Kmt2d	0.000880642	-0.816274735	0.026171631
XLOC_017681	Rhebl1	0.791467634	-0.035540572	0.861900691
XLOC_017682	-	0.041893318	-1.28925275	0.167471048
XLOC_017683	Lmbr1l	0.004665672	-0.963931312	0.051493306
XLOC_017684	Tuba1a,Tuba1b	0.005746185	1.062189782	0.057065797
XLOC_017685	-	0.029556637	-1.160596948	0.137853836
XLOC_017688	Tuba1c	0.319307369	0.154573307	0.515488191
XLOC_017694	1700120C14Rik,Kcnh3,Mcrs1	0.020079216	0.550835548	0.110780134
XLOC_017695	Fmnl3,Prpf40b	0.003788757	-1.007119236	0.046766039
XLOC_017696	Tmbim6	0.123371077	-0.476086571	0.308188235
XLOC_017697	-	0.086812505	-0.888481619	0.253420444
XLOC_017698	Nckap5los	0.007571641	-1.305483545	0.065317962
XLOC_017699	Bcdin3d	0.045163996	0.572502497	0.175409493
XLOC_017703	Racgap1	0.86357763	-0.015231265	0.912443847
XLOC_017704	Asic1	0.773419136	-0.060361054	0.848734086
XLOC_017705	Smarcd1	0.21964297	-0.217200556	0.419107631
XLOC_017706	Gpd1	0.088297529	-0.09559267	0.256137098
XLOC_017707	Cox14	0.129540337	-0.708844984	0.316967391
XLOC_017708	Cers5,Gm17058	0.568905629	0.092289011	0.692847389
XLOC_017709	Gm17058	0.141174491	-1.077640725	0.333568172
XLOC_017710	Cers5	0.0962537	-0.286435639	0.267635726
XLOC_017713	Larp4	0.208724093	0.133394517	0.408533148
XLOC_017714	-	0.501038815	-0.311693587	0.640208122
XLOC_017715	Dip2b	0.84945576	0.019939439	0.902953663
XLOC_017716	Atf1	0.509645859	-0.181783954	0.64729321
